"Title","Description","RDataPath","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass"
"Tabula Muris Senis droplet Trachea rowData","Gene annotation for the Tabula Muris Senis droplet Trachea scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Trachea_rowdata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis droplet Trachea PCA","PCA representation for the Tabula Muris Senis droplet Trachea scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Trachea_pca.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis droplet Trachea tSNE","tSNE representation for the Tabula Muris Senis droplet Trachea scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Trachea_tsne.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis droplet Trachea UMAP","UMAP representation for the Tabula Muris Senis droplet Trachea scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Trachea_umap.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis droplet Skin colData","Cell metadata for the Tabula Muris Senis droplet Skin scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Skin_coldata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis droplet Skin counts","Count matrix for the Tabula Muris Senis droplet Skin scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Skin_counts.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis droplet Skin processed counts","Processed count matrix for the Tabula Muris Senis droplet Skin scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Skin_processed.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis droplet Skin rowData","Gene annotation for the Tabula Muris Senis droplet Skin scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Skin_rowdata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis droplet Skin PCA","PCA representation for the Tabula Muris Senis droplet Skin scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Skin_pca.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis droplet Skin tSNE","tSNE representation for the Tabula Muris Senis droplet Skin scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Skin_tsne.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis droplet Skin UMAP","UMAP representation for the Tabula Muris Senis droplet Skin scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Skin_umap.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis droplet Fat colData","Cell metadata for the Tabula Muris Senis droplet Fat scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Fat_coldata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis droplet Fat counts","Count matrix for the Tabula Muris Senis droplet Fat scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Fat_counts.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis droplet Fat processed counts","Processed count matrix for the Tabula Muris Senis droplet Fat scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Fat_processed.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis droplet Fat rowData","Gene annotation for the Tabula Muris Senis droplet Fat scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Fat_rowdata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis droplet Fat PCA","PCA representation for the Tabula Muris Senis droplet Fat scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Fat_pca.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis droplet Fat tSNE","tSNE representation for the Tabula Muris Senis droplet Fat scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Fat_tsne.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis droplet Fat UMAP","UMAP representation for the Tabula Muris Senis droplet Fat scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Fat_umap.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis droplet Thymus colData","Cell metadata for the Tabula Muris Senis droplet Thymus scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Thymus_coldata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis droplet Thymus counts","Count matrix for the Tabula Muris Senis droplet Thymus scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Thymus_counts.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis droplet Thymus processed counts","Processed count matrix for the Tabula Muris Senis droplet Thymus scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Thymus_processed.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis droplet Thymus rowData","Gene annotation for the Tabula Muris Senis droplet Thymus scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Thymus_rowdata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis droplet Thymus PCA","PCA representation for the Tabula Muris Senis droplet Thymus scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Thymus_pca.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis droplet Thymus tSNE","tSNE representation for the Tabula Muris Senis droplet Thymus scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Thymus_tsne.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis droplet Thymus UMAP","UMAP representation for the Tabula Muris Senis droplet Thymus scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Thymus_umap.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis droplet Liver colData","Cell metadata for the Tabula Muris Senis droplet Liver scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Liver_coldata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis droplet Liver counts","Count matrix for the Tabula Muris Senis droplet Liver scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Liver_counts.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis droplet Liver processed counts","Processed count matrix for the Tabula Muris Senis droplet Liver scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Liver_processed.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis droplet Liver rowData","Gene annotation for the Tabula Muris Senis droplet Liver scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Liver_rowdata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis droplet Liver PCA","PCA representation for the Tabula Muris Senis droplet Liver scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Liver_pca.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis droplet Liver tSNE","tSNE representation for the Tabula Muris Senis droplet Liver scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Liver_tsne.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis droplet Liver UMAP","UMAP representation for the Tabula Muris Senis droplet Liver scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Liver_umap.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis droplet Heart_and_Aorta colData","Cell metadata for the Tabula Muris Senis droplet Heart_and_Aorta scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Heart_and_Aorta_coldata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis droplet Heart_and_Aorta counts","Count matrix for the Tabula Muris Senis droplet Heart_and_Aorta scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Heart_and_Aorta_counts.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis droplet Heart_and_Aorta processed counts","Processed count matrix for the Tabula Muris Senis droplet Heart_and_Aorta scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Heart_and_Aorta_processed.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis droplet Heart_and_Aorta rowData","Gene annotation for the Tabula Muris Senis droplet Heart_and_Aorta scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Heart_and_Aorta_rowdata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis droplet Heart_and_Aorta PCA","PCA representation for the Tabula Muris Senis droplet Heart_and_Aorta scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Heart_and_Aorta_pca.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis droplet Heart_and_Aorta tSNE","tSNE representation for the Tabula Muris Senis droplet Heart_and_Aorta scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Heart_and_Aorta_tsne.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis droplet Heart_and_Aorta UMAP","UMAP representation for the Tabula Muris Senis droplet Heart_and_Aorta scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Heart_and_Aorta_umap.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis droplet Mammary_Gland colData","Cell metadata for the Tabula Muris Senis droplet Mammary_Gland scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Mammary_Gland_coldata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis droplet Mammary_Gland counts","Count matrix for the Tabula Muris Senis droplet Mammary_Gland scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-droplet/Mammary_Gland_counts.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
